title,address,link,Word
Studio Veterinario Manetti Sagl,"Via Cantonale 140, 6804 Bironico",https://www.local.ch/fr/d/bironico/6804/veterinaire/studio-veterinario-manetti-sagl-yf1-3fOQanCAX7dyIPEscA,Vétérinaire
Studio Veterinario Valposchiavo Sagl,"Via da Spultri 38, 7742 Poschiavo",https://www.local.ch/fr/d/poschiavo/7742/veterinaire/studio-veterinario-valposchiavo-sagl-jYdMvDTIy5xZ7NyHh1S0aw,Vétérinaire
Sutter + Sutter GmbH,"Schulhausstrasse 40, 9470 Buchs SG",https://www.local.ch/fr/d/buchs-sg/9470/veterinaire/sutter-sutter-gmbh-fmAK8bo05EngOqyvlIwhWA,Vétérinaire
Taminelli Vanna,"Via della Stazione 48, 6780 Airolo",https://www.local.ch/fr/d/airolo/6780/veterinaire/taminelli-vanna-5CdpPjNO6R0cu67u-DqoKA,Vétérinaire
Dr. med. vet. Tempelman Meir,"Parkstrasse 14, 3800 Matten b. Interlaken",https://www.local.ch/fr/d/metzgergasse-3800-matten-b-interlaken/3800/veterinaire/dr-med-vet-tempelman-meir-_vyYbRYj5Kuw_ggzrvF91Q,Vétérinaire
Thomi Serge-Alain,"Le Benevis 15, 2732 Reconvilier",https://www.local.ch/fr/d/reconvilier/2732/veterinaire/thomi-serge-alain-OmXhmxkOVOW1DvADRDtpXg,Vétérinaire
Ticino Animal Hospital Sagl,"Via Cantonale 27, 6928 Manno",https://www.local.ch/fr/d/manno/6928/veterinaire/ticino-animal-hospital-sagl-NHHnT66P1HByfJw1SudDOA,Vétérinaire
tieraerzteteam24,"Ringstrasse 27, 9500 Wil SG",https://www.local.ch/fr/d/wil-sg/9500/veterinaire/tieraerzteteam24-gReuYFIsnvkxmMKX6n3FSw,Vétérinaire
TierArzt Dr. Hess Dudan Françoise Hess,"Villmergerstrasse 20, 5619 Büttikon AG",https://www.local.ch/fr/d/buettikon-ag/5619/veterinaire/tierarzt-dr-hess-dudan-francoise-hess-sZ-S5ejIi6h8lsi5TM-1Qw,Vétérinaire
Tierärzte Grossäcker AG,"Industriestrasse 13b, 5644 Auw",https://www.local.ch/fr/d/auw/5644/veterinaire/tieraerzte-grossaecker-ag-rexsEeJO2womyh-YXaDDGg,Vétérinaire
Tierärztliche Praxis für Osteopathie und Chiropraktik - med.vet. Johanna Haugg,"Im Sunneberg 9, 8344 Bäretswil",https://www.local.ch/fr/d/baeretswil/8344/veterinaire/tieraerztliche-praxis-fuer-osteopathie-und-chiropraktik-med-vet-johanna-haugg-WtIG_raGrm8L7Mb8mI0GRQ,Vétérinaire
Tierärztlicher Notfalldienst der Stadt Bern und der Agglomerationsgemeinden Bern,3063 Ittigen,https://www.local.ch/fr/d/ittigen/3063/veterinaire/tieraerztlicher-notfalldienst-der-stadt-bern-und-der-agglomerationsgemeinden-bern-Yk0MigalC4XTikdfeO-qdA,Vétérinaire
Tierärztlicher Notfalldienst Zürich-West/ Limmattal,"Wiesenstrasse 19, 8952 Schlieren",https://www.local.ch/fr/d/schlieren/8952/veterinaire/tieraerztlicher-notfalldienst-zuerich-west-limmattal-yoK41vJCg0ULLmF7m9OJdA,Vétérinaire
Tierarztpraxis,"Kiesweg 2, 3904 Naters",https://www.local.ch/fr/d/naters/3904/veterinaire/tierarztpraxis-fN5AyTmUuSyjq8fzlb_2Fw,Vétérinaire
Tierarztpraxis am Gantrisch,"Galgenzelg 11, 3150 Schwarzenburg",https://www.local.ch/fr/d/schwarzenburg/3150/veterinaire/tierarztpraxis-am-gantrisch-gifBmMCgQVTvVbWQr1skyw,Vétérinaire
Tierarztpraxis am Tannenberg AG,"Hauptwilerstrasse 17, 9205 Waldkirch",https://www.local.ch/fr/d/waldkirch/9205/veterinaire/tierarztpraxis-am-tannenberg-ag-CYiVe2_1pliYuakgx1iV7A,Vétérinaire
Tierarztpraxis Bachtelwald AG,"Chefistrasse 20, 8636 Wald ZH",https://www.local.ch/fr/d/wald-zh/8636/veterinaire/tierarztpraxis-bachtelwald-ag-GYVPRRRit7rUvb5gFv4HTg,Vétérinaire
Tierarztpraxis Bär AG,"Zugerstrasse 193, 6314 Neuägeri",https://www.local.ch/fr/d/neuaegeri/6314/veterinaire/tierarztpraxis-baer-ag--8MGzw7smrZ0TSdzx253Kg,Vétérinaire
Tierarztpraxis Beichle AG,"Althusstrasse 15, 6182 Escholzmatt",https://www.local.ch/fr/d/escholzmatt/6182/veterinaire/tierarztpraxis-beichle-ag-JQlZiTnPDsbf8Zthnf6zOg,Vétérinaire
Tierarztpraxis Bruckner,"Industriestrasse 11, 6170 Schüpfheim",https://www.local.ch/fr/d/schuepfheim/6170/veterinaire/tierarztpraxis-bruckner-CleGB3Op7Ohox5pKkIhmRw,Vétérinaire
Tierarztpraxis Bruckner,"Industriestrasse 11, 6170 Schüpfheim",https://www.local.ch/fr/d/schuepfheim/6170/veterinaire/tierarztpraxis-bruckner-OTxuVj9oGlx9pR8ViIiLqQ,Vétérinaire
Tierarztpraxis Bühlmann Ruswil AG,"Wolhuserstrasse 12, 6017 Ruswil",https://www.local.ch/fr/d/ruswil/6017/veterinaire/tierarztpraxis-buehlmann-ruswil-ag-Nf3q8jUbHvzecdH9ika0kA,Vétérinaire
Tierarztpraxis Burghalde,"Weierbodenstrasse 4, 9620 Lichtensteig",https://www.local.ch/fr/d/lichtensteig/9620/veterinaire/tierarztpraxis-burghalde-gcRDNPUUKbgz2M52OYJWoQ,Vétérinaire
Tierarztpraxis Dalbe / Dalbevet AG,"Lange Gasse 49, 4052 Bâle",https://www.local.ch/fr/d/bale/4052/veterinaire/tierarztpraxis-dalbe-dalbevet-ag-Zt0KeVG_TPvg2ih_zHe3dA,Vétérinaire
Tierarztpraxis Enge Dr. Corinne Schröter,"Brunaustrasse 62, 8002 Zurich",https://www.local.ch/fr/d/zurich/8002/veterinaire/tierarztpraxis-enge-dr-corinne-schroeter-llcyssWTSDoAwXD8-GqB8w,Vétérinaire
Tierarztpraxis für Homöopathie Shiatsu und Ernährung,"Krauchthalstrasse 70, 3414 Oberburg",https://www.local.ch/fr/d/oberburg/3414/veterinaire/tierarztpraxis-fuer-homoeopathie-shiatsu-und-ernaehrung-ZXsHdvTYVwu5kWQ1BiBB2A,Vétérinaire
Tierarztpraxis Gretzenbach AG,"Köllikerstrasse 45, 5014 Gretzenbach",https://www.local.ch/fr/d/gretzenbach/5014/veterinaire/tierarztpraxis-gretzenbach-ag-KLW0Rtn7uf0h5Z59cAju9w,Vétérinaire
Tierarztpraxis Gull GmbH,"Bergstrasse 99, 8707 Uetikon am See",https://www.local.ch/fr/d/uetikon-am-see/8707/veterinaire/tierarztpraxis-gull-gmbh-d-NusK85BKWkdXwPRyRDDQ,Vétérinaire
Tierarztpraxis im Salmenpark AG,"Baslerstrasse 14, 4310 Rheinfelden",https://www.local.ch/fr/d/rheinfelden/4310/veterinaire/tierarztpraxis-im-salmenpark-ag-tHSa50nRLr4ueJM2pd_rMg,Vétérinaire
Tierarztpraxis Klammsteiner GmbH Vets 4 Your Pets,"Dorfstrasse 10, 8422 Pfungen",https://www.local.ch/fr/d/pfungen/8422/veterinaire/tierarztpraxis-klammsteiner-gmbh-vets-4-your-pets-Y3K5dSM1KA11TBBlBvYovg,Vétérinaire
Tierarztpraxis Maison Blanche,"Chemin de la Maison Blanche 33, 2533 Evilard",https://www.local.ch/fr/d/evilard/2533/veterinaire/tierarztpraxis-maison-blanche--awQjmfTEi2JYKpWrJonBA,Vétérinaire
Tierarztpraxis Richenstein,"Tramstrasse 34, 4142 Münchenstein",https://www.local.ch/fr/d/muenchenstein/4142/veterinaire/tierarztpraxis-richenstein-5kzS_rAaXUWEAPKm3qfQ_w,Vétérinaire
Tierarztpraxis Rigi Nord AG,"Chli-Ebnet 3, 6403 Küssnacht am Rigi",https://www.local.ch/fr/d/kuessnacht-am-rigi/6403/veterinaire/tierarztpraxis-rigi-nord-ag-TTLd07gLkcCX_tGaV26l1Q,Vétérinaire
Tierarztpraxis Schauenberg,"Vordergasse 19, 8353 Elgg",https://www.local.ch/fr/d/elgg/8353/veterinaire/tierarztpraxis-schauenberg-HIdCSnRdHeTlzbIX1GXG8w,Vétérinaire
Tierarztpraxis Schönenboden AG,"Bernstrasse 16a, 3506 Grosshöchstetten",https://www.local.ch/fr/d/grosshoechstetten/3506/veterinaire/tierarztpraxis-schoenenboden-ag-3H6GBM4Tf9ziFFypxnEmpA,Vétérinaire
Tierarztpraxis Uetendorf,"Bahnhofstrasse 10, 3661 Uetendorf",https://www.local.ch/fr/d/uetendorf/3661/veterinaire/tierarztpraxis-uetendorf-yAwV5HYqUPJAejMy-MVjSQ,Vétérinaire
Tierarztpraxis Vis à Vis,"Märktgass 5, 8197 Rafz",https://www.local.ch/fr/d/rafz/8197/veterinaire/tierarztpraxis-vis-a-vis-KZJD6r1tweG2BibPkb-sbA,Vétérinaire
Tierarztpraxis Wiese,6102 Malters,https://www.local.ch/fr/d/malters/6102/veterinaire/tierarztpraxis-wiese-rtQYJM23Q1ZMREZy-VVwUg,Vétérinaire
Tierarztpraxis Zur Lägern,"Gipsstrasse 2, 5420 Ehrendingen",https://www.local.ch/fr/d/ehrendingen/5420/veterinaire/tierarztpraxis-zur-laegern-vJ5kjLtSH7Zx5zS__Y2K6Q,Vétérinaire
Tierarztpraxis zur Schmiede GmbH,"Rebbergstrasse 5, 8444 Henggart",https://www.local.ch/fr/d/henggart/8444/veterinaire/tierarztpraxis-zur-schmiede-gmbh-B78z-zsHQBU94cGigRm2vA,Vétérinaire
Tierdermatologie Basel,"Emil Frey-Strasse 127, 4142 Münchenstein",https://www.local.ch/fr/d/muenchenstein/4142/veterinaire/tierdermatologie-basel-hJZM6dylb7ZFmAlVdBZRXA,Vétérinaire
Tierhomöopathie Beratungen und Coaching Mathys,"Eggmatt 258, 3662 Seftigen",https://www.local.ch/fr/d/seftigen/3662/veterinaire/tierhomoeopathie-beratungen-und-coaching-mathys-_HGkEhGQ6S77UI7uYvZWoA,Vétérinaire
Dr. med. vet. Tierklinik Oberland Dr. Frueh AG,"Pilatusstrasse 10, 8330 Pfäffikon ZH",https://www.local.ch/fr/d/pfaeffikon-zh/8330/veterinaire/dr-med-vet-tierklinik-oberland-dr-frueh-ag-JxfZ21uHzQ9jvO6DxubIFQ,Vétérinaire
TIERKLINIK OBERLAND DR. FRUEH AG,"Sunnehofstrasse 7, 8493 Saland",https://www.local.ch/fr/d/saland/8493/veterinaire/tierklinik-oberland-dr-frueh-ag-Q4iI-7Tat3yBPp5N-JZN_Q,Vétérinaire
Tierträume AG,"Bischofszellerstrasse 147, 9200 Gossau SG",https://www.local.ch/fr/d/gossau-sg/9200/veterinaire/tiertraeume-ag--_nNmD5HTRJdC6ygPtZIEg,Vétérinaire
Varini Daniele,"Via Locarno 8, 6616 Losone",https://www.local.ch/fr/d/losone/6616/veterinaire/varini-daniele-tbkfvmSycxB8uVAy1R8N_w,Vétérinaire
Vet-on-visit Mobile Kleintierpraxis Flemming,"Gotthardweg 12, 6422 Steinen",https://www.local.ch/fr/d/steinen/6422/veterinaire/vet-on-visit-mobile-kleintierpraxis-flemming-dVYCUMo8WBDSbH0anMm6pQ,Vétérinaire
"VETCARE, Pferde- und Kleintierpraxis AG","Erlenstrasse 56, 4106 Therwil",https://www.local.ch/fr/d/therwil/4106/veterinaire/vetcare-pferde-und-kleintierpraxis-ag-eldwc_J275FojLjRPmqFUw,Vétérinaire
VetDynanmics,"Güterstrasse 20, 3150 Schwarzenburg",https://www.local.ch/fr/d/schwarzenburg/3150/veterinaire/vetdynanmics-QyQxz6-xTzmSRDzWpFImqA,Vétérinaire
Vetmint Domdidier SA,"Route de Saint-Aubin 58, 1564 Domdidier",https://www.local.ch/fr/d/domdidier/1564/veterinaire/vetmint-domdidier-sa-Vbxxgy5caOOWXMhEFlV3Hw,Vétérinaire
Vetmint Saint-Légier SA,"Route des Deux-Villages 21, 1806 St-Légier-La Chiésaz",https://www.local.ch/fr/d/st-legier-la-chiesaz/1806/veterinaire/vetmint-saint-legier-sa-LFiZ-_nAve9k66ZANokVkQ,Vétérinaire
VetNutrition GmbH - Tierarztpraxis für Cannabis- und Ernährungsberatung,"Leutschenstrasse 5, 3038 Kirchlindach",https://www.local.ch/fr/d/kirchlindach/3038/veterinaire/vetnutrition-gmbh-tierarztpraxis-fuer-cannabis-und-ernaehrungsberatung--cEOuC1M7CHQ2Ln4ccaIJg,Vétérinaire
Veto-Corner Sàrl,"Chemin des Râches 5, 1965 Savièse",https://www.local.ch/fr/d/saviese/1965/veterinaire/veto-corner-sarl-eGFhPruEUj_fEbVicZ5zWQ,Vétérinaire
Vetoequin Labouchère Marie,"Rue des Trois-Fontaines 1, 1266 Duillier",https://www.local.ch/fr/d/duillier/1266/veterinaire/vetoequin-labouchere-marie-KV2ako2eZnDRFammgyYbEQ,Vétérinaire
VetoZen SA,"Route de Beaumont 7B, 1700 Fribourg",https://www.local.ch/fr/d/fribourg/1700/veterinaire/vetozen-sa-oQ6MJlutReLimp8UxTosBA,Vétérinaire
VetTrust Kleintierpraxis Aabach Uster,"Brandstrasse 31, 8610 Uster",https://www.local.ch/fr/d/uster/8610/veterinaire/vettrust-kleintierpraxis-aabach-uster-toFyRlWTp_m43kWppry16A,Vétérinaire
VetTrust Kleintierpraxis Au,"Hauptstrasse 4, 9434 Au SG",https://www.local.ch/fr/d/au-sg/9434/veterinaire/vettrust-kleintierpraxis-au-EFL--U_I-eQOPgwMKJRENQ,Vétérinaire
Vettrust Kleintierpraxis Basel Central,"Nauenstrasse 41, 4052 Bâle",https://www.local.ch/fr/d/bale/4052/veterinaire/vettrust-kleintierpraxis-basel-central-kRv58bLBhZq--3UmD4X74w,Vétérinaire
VetTrust Kleintierpraxis Bülach,"Kantonsschulstrasse 2, 8180 Bülach",https://www.local.ch/fr/d/buelach/8180/veterinaire/vettrust-kleintierpraxis-buelach-SNDKvniixQxUfRfVwD7UyQ,Vétérinaire
VetTrust Kleintierpraxis Küssnacht,"Bodenstrasse 20, 6403 Küssnacht am Rigi",https://www.local.ch/fr/d/kuessnacht-am-rigi/6403/veterinaire/vettrust-kleintierpraxis-kuessnacht-x4JcelzekK_P8USpDtfsWg,Vétérinaire
VetTrust Kleintierpraxis Mühlebach Oftringen,"Zürichstrasse 16, 4665 Oftringen",https://www.local.ch/fr/d/oftringen/4665/veterinaire/vettrust-kleintierpraxis-muehlebach-oftringen-oWPKIJNlxxcjqrmfbopDlQ,Vétérinaire
VetTrust Kleintierpraxis Muri,"Bahnhofstrasse 4, 5630 Muri AG",https://www.local.ch/fr/d/muri-ag/5630/veterinaire/vettrust-kleintierpraxis-muri-Jv0ldMcrhrttSaDBm9u7fA,Vétérinaire
VetTrust Kleintierpraxis Schlieren,"Wiesenstrasse 19, 8952 Schlieren",https://www.local.ch/fr/d/schlieren/8952/veterinaire/vettrust-kleintierpraxis-schlieren-8Gf3wF8uz8IjlNDMA1kXkA,Vétérinaire
VetTrust Kleintierpraxis Solovet Oensingen,"Hauptstrasse 40, 4702 Oensingen",https://www.local.ch/fr/d/oensingen/4702/veterinaire/vettrust-kleintierpraxis-solovet-oensingen-H95pUBopQYczxCa7JZRMVQ,Vétérinaire
VetTrust Kleintierpraxis Spalen,"Birkenstrasse 35, 4055 Bâle",https://www.local.ch/fr/d/bale/4055/veterinaire/vettrust-kleintierpraxis-spalen-rjyEzzxYh3exC4ZgFyzjWQ,Vétérinaire
VetTrust Kleintierpraxis Telli Aarau,"Tellistrasse 70, 5000 Aarau",https://www.local.ch/fr/d/aarau/5000/veterinaire/vettrust-kleintierpraxis-telli-aarau-a75R0Km4CVup1bfZE3CXmQ,Vétérinaire
VetTrust Kleintierpraxis Turbenthal (ehem. PraxisZentrum),"Bahnhofstrasse 6, 8488 Turbenthal",https://www.local.ch/fr/d/turbenthal/8488/veterinaire/vettrust-kleintierpraxis-turbenthal-ehem-praxiszentrum-5s24nGGYMGghvlNAwll6Vw,Vétérinaire
VetTrust Kleintierpraxis Wettingen,"Dorfstrasse 32, 5430 Wettingen",https://www.local.ch/fr/d/wettingen/5430/veterinaire/vettrust-kleintierpraxis-wettingen-4hwfwZsNdzPfWrHXcO0sXA,Vétérinaire
VetTrust Tierklinik Basel,"Bottmingerstrasse 65, 4142 Münchenstein",https://www.local.ch/fr/d/muenchenstein/4142/veterinaire/vettrust-tierklinik-basel-mGHx4zxWzmj_7Zapfr7XIA,Vétérinaire
Wagner,"Dentenbergstrasse 57B, 3076 Worb",https://www.local.ch/fr/d/worb/3076/veterinaire/wagner-OBWlyKw7mmRSHvOn1koR6w,Vétérinaire
Wenger Sarah,"Rue de l'Alambic 32, 1958 Uvrier",https://www.local.ch/fr/d/uvrier/1958/veterinaire/wenger-sarah-yae8z8cG_YTTsx3f9hNrGQ,Vétérinaire
Dr Wicki Monnard Christel,"Grand-Rue 7, 1616 Attalens",https://www.local.ch/fr/d/attalens/1616/veterinaire/dr-wicki-monnard-christel-C1ojTdo4dTZIqbKvIh-qXQ,Vétérinaire
Dr. med. vet. Wohlfender Peter und Beatrice,"Dorfstrasse 5, 3205 Gümmenen",https://www.local.ch/fr/d/guemmenen/3205/veterinaire/dr-med-vet-wohlfender-peter-und-beatrice-Oh0zEAmpCBClB5n7RpyHWg,Vétérinaire
Zufferey Pascal,"Rue d'Orzival 19, 3960 Sierre",https://www.local.ch/fr/d/sierre/3960/veterinaire/zufferey-pascal-1L3jsPPpSt9uXNcjniNZgg,Vétérinaire
Dentovet Sàrl,"Avenue de Neuchâtel 50, 2024 St-Aubin-Sauges",https://www.local.ch/fr/d/rue-du-port-2024-saint-aubin-sauges/2024/veterinaire/dentovet-sarl-1_t7prDmzgLYjdBXCpU3CA,Vétérinaire
Ganzheitliche Tierarztpraxis Spiegelwald Vets,"Holderweg 51, 3095 Spiegel b. Bern",https://www.local.ch/fr/d/spiegel-b-bern/3095/veterinaire/ganzheitliche-tierarztpraxis-spiegelwald-vets-_uvW-HHlnzOJUVD5ClI95g,Vétérinaire
Hager Nicole,"Grütstrasse 53, 8625 Gossau ZH",https://www.local.ch/fr/d/gossau-zh/8625/veterinaire/hager-nicole-6tuF3b0i4fdf7N9__GFvwQ,Vétérinaire
Kleintierklinik S. AG,"Kostrainstrasse 5, 3175 Flamatt",https://www.local.ch/fr/d/flamatt/3175/veterinaire/kleintierklinik-s-ag-9Z0RGTf-CGx9JYgECxkWNw,Vétérinaire
Kleintierpraxis Gümligen AG,"Tannackerstrasse 2, 3073 Gümligen",https://www.local.ch/fr/d/guemligen/3073/veterinaire/kleintierpraxis-guemligen-ag-JC1ExcyCucRgjsUeZcZHRA,Vétérinaire
Kleintierpraxis Schwarzenburg,"Güterstrasse 20, 3150 Schwarzenburg",https://www.local.ch/fr/d/schwarzenburg/3150/veterinaire/kleintierpraxis-schwarzenburg-EYUVC69BU98ItviPQhiRdA,Vétérinaire
TechTonique SA,"Chemin du Pra d'Amont 56, 1654 Cerniat FR",https://www.local.ch/fr/d/cerniat-fr/1654/veterinaire/techtonique-sa-vyiG-h7Af3A-pfy91XfC8A,Vétérinaire
Tierarzt Limmattal GmbH,"Bahnhofstrasse 80, 8902 Urdorf",https://www.local.ch/fr/d/urdorf/8902/veterinaire/tierarzt-limmattal-gmbh-6DtsvfziaKKQqNGyl75L0Q,Vétérinaire
Marie-Claude Hennemann Vétérinaire Ostéopathe,"Route des Chesaux 12, 1646 Echarlens",https://www.local.ch/fr/d/echarlens/1646/osteopathie-pour-animaux/marie-claude-hennemann-veterinaire-osteopathe-7gyEQdsXYGe1dABGi4DGVg,Vétérinaire
Pharmacie du Grand-Lancy,"Chemin des Courtillets 6, 1212 Grand-Lancy",https://www.local.ch/fr/d/grand-lancy/1212/pharmacie/pharmacie-du-grand-lancy-hpOIfxc7mB7kNQLvhBYdyg,Vétérinaire
Amico Animale,"Via alle Scuole 1, 6802 Rivera",https://www.local.ch/fr/d/rivera/6802/articles-pour-animaux/amico-animale-8R3kO_ZlawHqNhIWikj83g,Vétérinaire
Biokema SA,"Chemin de la Chatanerie 2, 1023 Crissier",https://www.local.ch/fr/d/crissier/1023/produits-veterinaires/biokema-sa-FKry3hc97iS2ucqMIoQAiA,Vétérinaire
Société Genevoise Des Vétérinaires,"chemin des Pontets 21, 1212 Grand-LancyCase Postale, 1212 Grand-Lancy",https://www.local.ch/fr/d/grand-lancy/1212/service-veterinaire-durgence/societe-genevoise-des-veterinaires-p-Db-Qde-O6G5XEzvrlr1w,Vétérinaire
"VETARTIS SWITZERLAND, Inhaber Eva Emert","Sandweg 50, 4123 Allschwil",https://www.local.ch/fr/d/allschwil/4123/produits-veterinaires/vetartis-switzerland-inhaber-eva-emert-qP30bPj5XgY2fxcLz2NoTQ,Vétérinaire
New Vetline Sagl,"Via Roncaglia 14, 6883 Novazzano",https://www.local.ch/fr/d/novazzano/6883/produits-veterinaires/new-vetline-sagl-KgVhUJZy-xC_DqtxGgwVKQ,Vétérinaire
Vétérinaire cantonal,"Rue du Pré-d'Amédée 2, 1950 Sion",https://www.local.ch/fr/d/sion/1950/office-de/veterinaire-cantonal-aoNIF-w4fAq6k72ROwxGuA,Vétérinaire
Laboratoire vétérinaire – Institut Galli-Valerio (IGV),"Rue Dr César-Roux 37, 1014 Lausanne Adm cant VD",https://www.local.ch/fr/d/rue-caroline-1014-lausanne-adm-cant-vd/1014/services/laboratoire-veterinaire-institut-galli-valerio-igv-AAABLwjMXsPthvW0MrqLQg,Vétérinaire
Service vétérinaire,"Rue du Pré-d'Amédée 2, 1950 Sion",https://www.local.ch/fr/d/sion/1950/administration-cantonale/service-veterinaire-pLewtIdW-GIa2FTOr73Hyw,Vétérinaire
de Grenus et Vétérinaire,"Place De-Grenus 12, 1201 Genève",https://www.local.ch/fr/d/geneve/1201/pharmacie/de-grenus-et-veterinaire-bXPFX5BTTBm0dufRzLwGvg,Vétérinaire
Equilibre Chat - Comportementaliste chat (non vétérinaire),"Avenue d'Yverdon 3, 1004 Lausanne",https://www.local.ch/fr/d/lausanne/1004/equilibre-chat-comportementaliste-chat-non-veterinaire-qm6HjYYK3JYzNy9psMP_Eg,Vétérinaire
Grancy Vétérinaire Lausanne Sàrl,"Rue du Simplon 3 d, 1006 Lausanne",https://www.local.ch/fr/d/lausanne/1006/grancy-veterinaire-lausanne-sarl-Fld2R9n91CiPndvZGYRVAg,Vétérinaire
Grenus et Vétérinaire SA,"Place De-Grenus 12, 1201 Genève",https://www.local.ch/fr/d/geneve/1201/grenus-et-veterinaire-sa-VQ_bkbBw3Qr7iCeAoBW_jg,Vétérinaire
Monnard Vétérinaire Sàrl,"Chemin de la Croix-Blanche 41, 1724 Le Mouret",https://www.local.ch/fr/d/le-mouret/1724/monnard-veterinaire-sarl-cnn4fB9Llz5bBeS3VMdBgg,Vétérinaire
Ohana vétérinaire sàrl,"Route de Sion 71, 3960 Sierre",https://www.local.ch/fr/d/sierre/3960/ohana-veterinaire-sarl-UavS_mPSkiSgb4FYSrje9A,Vétérinaire
Pratique vétérinaire d'Orzival SA,"Rue d'Orzival 19, 3960 Sierre",https://www.local.ch/fr/d/sierre/3960/pratique-veterinaire-d-orzival-sa-QEkFBSx_8oMgfwTJmAKGeg,Vétérinaire
Pratique vétérinaire équine Dr. Sarah Ujvari,"Chemin Prés-du-Marguiller 23, 1273 Arzier-Le Muids",https://www.local.ch/fr/d/arzier-le-muids/1273/pratique-veterinaire-equine-dr-sarah-ujvari-L8YHmpFeFN6bL82cuucNbg,Vétérinaire
Progrès et Vétérinaire SA,"Place De-Grenus 12, 1201 Genève",https://www.local.ch/fr/d/geneve/1201/pharmacie/progres-et-veterinaire-sa-eJeP7l4uRKUzg8cTZ9ENkA,Vétérinaire
Stéphanie Vanhamme Vétérinaire,"Route de la Branvaude 54, 1290 Chavannes-des-Bois",https://www.local.ch/fr/d/chavannes-des-bois/1290/services-sanitaires-pour-animaux/stephanie-vanhamme-veterinaire-YzYBLRRYTAevf2S2ZSlTRA,Vétérinaire
Vétérinaire À Domicile Florence De Brito Folly,"Chemin du Coteau 2, 2533 Evilard",https://www.local.ch/fr/d/evilard/2533/veterinaire-a-domicile-florence-de-brito-folly-BsBfVn3kFRgUACTuGjJqxw,Vétérinaire
Vétérinaire Bocion Philippe,"Avenue du Clos-d'Aubonne 38, 1814 La Tour-de-Peilz",https://www.local.ch/fr/d/la-tour-de-peilz/1814/veterinaire-bocion-philippe-g2dzSoZeIjbNSAkqH51Oxg,Vétérinaire
Vétérinaire de Grenus et Pharmacie SA,"Place De-Grenus 12, 1201 Genève",https://www.local.ch/fr/d/geneve/1201/pharmacie/veterinaire-de-grenus-et-pharmacie-sa-1CvV-vLlXo7xSdhogRNNiQ,Vétérinaire
"Vétérinaire des Plaines-du-Loup, succursale de IVC Evidensia Suisse SA","Route des Plaines-du-Loup 38, 1018 Lausanne",https://www.local.ch/fr/d/lausanne/1018/veterinaire-des-plaines-du-loup-succursale-de-ivc-evidensia-suisse-sa-MECcih-e9p2OZgKu9fwfCQ,Vétérinaire
Vétérinaire - Véto de la Cité Sàrl,"Z.I. d'In-Riaux 10A, 1726 Farvagny-le-Grand",https://www.local.ch/fr/d/farvagny-le-grand/1726/veterinaire-veto-de-la-cite-sarl-cMZQx-Sz9xs-TTIzzlwOkA,Vétérinaire
CityTiernotfall Bern,"Laupenstrasse 33, 3008 Berne",https://www.local.ch/fr/d/berne/3008/service-veterinaire-durgence/citytiernotfall-bern-_alHPk46dp-IbJlj2tAepQ,Vétérinaire
Zaugg Medical GmbH,"In der Höh 46, 8604 Volketswil",https://www.local.ch/fr/d/volketswil/8604/produits-medicaux/zaugg-medical-gmbh-PpAke-lI1griycHVMHz8vg,Vétérinaire
Biokema SA,"Ueberlandstrasse 101, 8600 Dübendorf",https://www.local.ch/fr/d/duebendorf/8600/produits-veterinaires/biokema-sa-jyjsLmFugnXzI8cLaET64g,Vétérinaire
Swissgenetics Genossenschaft,"Meielenfeldweg 12, 3052 Zollikofen",https://www.local.ch/fr/d/zollikofen/3052/produits-veterinaires/swissgenetics-genossenschaft-2tPQ4dGB1Z6d9axAJLakAw,Vétérinaire
Xenta's Tierärzte GmbH,"Achenbergweg 5, 5313 Klingnau",https://www.local.ch/fr/d/klingnau/5313/service-veterinaire-durgence/xenta-s-tieraerzte-gmbh-3DjXzplabEfjNETrN08QdA,Vétérinaire
Zentao Tiertherapie,"Krautgasse 9, 3177 Laupen BE",https://www.local.ch/fr/d/laupen-be/3177/acupuncture-veterinaire/zentao-tiertherapie--wcC1IkRnBZNf-mRmQdYIw,Vétérinaire
Eurotrade AG,"Gewerbestrasse 18, 4105 Biel-Benken BL",https://www.local.ch/fr/d/biel-benken-bl/4105/fourrage-grains-et-farines-fourrageres/eurotrade-ag--wRq3lOpRIRCCAlHCt7XoA,Vétérinaire
Sanitex SA,"Rue de la Fin Doie 17, 2854 Bassecourt",https://www.local.ch/fr/d/bassecourt/2854/fournitures-medicales/sanitex-sa-cuXcKyHImiYjH__f8LZ9GQ,Vétérinaire
Cara Dog Attitude Savary et Annimon-Repas,"Chemin des Etourneaux 1, 1753 Matran",https://www.local.ch/fr/d/matran/1753/conseils-en-education/cara-dog-attitude-savary-et-annimon-repas-F5E6OHi2j8XbvADgmF1z_Q,Vétérinaire
Funérapattes Sàrl,"Chemin de Champ de Croix 1, 1955 Saint-Pierre-de-Clages",https://www.local.ch/fr/d/saint-pierre-de-clages/1955/pompes-funebres/funerapattes-sarl-3hu2hM4DTiHfRh2DxnvCzQ,Vétérinaire
Maréchal-ferrant / Hufschmied,"Route de Vicques 8, 2830 Courrendlin",https://www.local.ch/fr/d/courrendlin/2830/marechal-ferrant/marechal-ferrant-hufschmied-zrntJ8QrpL_fjBh-FoRQ2Q,Vétérinaire
